text,class
"b""in our time . \nin our modern world , where the cool rule , it's hard to imagine that shakespeare is becoming 'the man' . \nand yet - film after film , after film , is based on his everlasting magic . \nin warner brothers' latest production , shakespeare is kicking ass to a rap beat , while his magic and intelligence slowly fades away . \nthough the producers of the matrix have vaguely based their picture on william shakespeare's 'romeo and juliet' , its title sequence with a frightening rap song and a black limo making its way through the dark streets of new york , is very hard to associate with shakespeare's poetry . \nthe film takes place during a silent war between the two major mafia families in the city - the afro americans against the chinese . \nthe youngest son of a chinese mafia chieftain is found murdered . \nthe afro-americans are immediately suspected , but a peace treaty is signed between the two godfathers . \nit is at this point that han ( the romeo of the story ) finds out about his brother's death . \nescaping from a prison in china , he returns to united states to avenge his brother's fate . \nbut before he can restore justice with his kung fu kicks , he falls in love with a mysterious beauty . \nthe only problem is that she is the daughter of his enemy . . \nthere's only a weak echo of shakespeare's talent in this disappointing production . \nand there are more problems besides its title . \nof course we don't call it a deformation of a great masterpiece . \nwe call it 'modernization' . \nit seems that the producers fear that the audience will not respond to lyrics , without any car chases and gun fights . \nthis lack of respect for the audience i find very disturbing . \nkenneth brannagh has already proven that shakespeare doesn't need to be updated , because his tales are grounded in the basics of life and human nature . \nand as long as love , hate , honesty and corruption do exist , everyone will understand and embrace shakespeare . \ni must admit that i found 'rome must die' very confusing . \ni can forgive andrzej bartkowiak , since it is his first attempt at directing . \nhe manages to create an incredible atmosphere and directs with a firm precision . \nunfortunately he completely forgot about character- and story developments . \nhis latest picture is therefore visually impressive , but intellectually hollow . \nthe love story between han ( jet li ) and trish ( aalyah ) , and the mafia intrigues are undeveloped and simplified . \njet li is one of the most amazing fighters to ever hit the silver screen and aalyah has a magical voice . \ntheir achievement save this film from being completely braindead , but they are not actors , and therefore can not act . \nthey are nothing more than two celebrities put together . \nthe other actors , including isaiah washington , russell wong , henry o and dmx all give the standard mediocre performances . \ndelroy lindo is the only one that projects a coherent image of reality . \nbut there's more than acting to worry about . \neven with li's incredible skills in martial arts , the action scenes ( though technically excellent ) are too long and story updates simply embarrassing . \nto make a long story short : 'romeo must die' is not intelligent enough to be a thriller , not sensual enough to be a love story and too serious to be a fun action film . \nit is certain that bartkowiak would be much better off with o this embarrassing and completely unnecessary parallel to 'romeo and juliet' , so the film is completely stuck - not sure of what to be . \nand in the end it's nothing . \nthere are no performances worthy of notice , no interesting character- or story surprises . \nso again , the only good thing about it is its technical achievement . \nthis film can boast of great sound , fast paced editing , solid cinematography and some very well coordinated action sequences . \nthe music is another factor that prevents you from leaving the theatre . \nit is mostly provided by aalyah's enchanting voice and several carefully inserted rap songs by various artists , that create a kind of 'ghetto feel' to it . \nbut when i think back , it's not much i remember from this 'production' . \nas in almost every summer movie , there are some interesting scenes , but most of the moments that i remember are associated with massive special effects . \nit is not a film that will get any attention for its artistic qualities , simply because it doesn't have any . \nfor someone who has never read shakespeare , it's another popcorn film . \nfor those of us who has , it's a waste of money , time and brain cells . \n""",0
"b""bob the happy bastard's quickie review : \nthe odd couple ii \ngrumpy old men , it ain't . \nhell , my fellow americans , it ain't . \nwalter matthau and jack lemmon team up again for an even more worn out vehicle than any of their films over the past few years . \nodd couple ii feels terribly generic , where in the first movie , made thirty one years ago , feels like a wonderful tale . \nthat's like repackaging campbell's soup in a generic food can , really . \nhow writer neil simon could've made such a horrible mistake in screen writing is beyond me . \nthroughout the movie , i really didn't laugh once . \nhonestly . \ni mean , there were dumb situations , yeah , like the cropduster who let these old geezers have it without any notice , but they just really didn't seem funny to me . \nand that car rolling off the cliff ? \nthe only way i would've seen humor in that is if they were still in it . \nand the ending gets all super-mushy , too . \nin the final twenty minutes or so , lemmon meets a girl he thinks is the one , then loses her ; matthau talks to his son ( a wasted jonathan silverman ) about his amrriage to lemmon's daughter ; and , of course , lemmon and matthau have another roomie situation on their hands . \nooh , i really gave a lot away there , i'm sure . \nconsider it a hospitable gester , you won't waste your time renting this muck . \n""",0
"b'capsule : an insult . \na stupid and incompetent movie that doesn\'t even have the benefit of being trashily enjoyable . \nweslely and woody would do well to leave this off their resumes . \nmoney train is one of the worst movies i have ever seen . \nit\'s not simply idiotic , it\'s contemptuous of its audience . \nit tries to make us swallow things that a better movie would be stopped cold by or just plain omit entirely . \nit\'s a waste of wesley snipes and woody harrelson , who are enjoyable actors in their own rights but are nauseating here . \nit\'s not even fun as trash . \nwoody and wesley star ( maybe that\'s not the right word ) as new york city transit authority police . \nthey have a job which could actually be the core of a really interesting movie : one of them plays drunk possum to attract chain-snatchers and the other does lookout . \ni had a whole headful of legal and ethical questions surrounding this , raised by a documentary i\'d seen on the subject once , but the movie does not waste any time with being intelligent or thought-provoking . \nsee if you can follow this . \nthey chase a kid down the tunnel and into the station where the "" money train "" , the heavily armored car that picks up all the cash from the token books , is parked . \nthe guards on the train see this kid running at them , lift their machine guns , shout "" halt ! "" \nand then open fire when the kid doesn\'t stop running at them . \nblam , the kid\'s dead . \nthen woody and wesley show up , and of course the other ta cops hate them ( why ? ) , and a pushing match starts , and someone gets decked , and . . . i covered my face . \ni\'d seen enough . \ni\'ve never seen a movie work so hard and in so little time to destroy , systematically , any chance of being credible or interesting . \nfed up with the bs at their job ( most of it their own goddamned fault ) , woody and wesley hatch this plot about how to rob the money train . \nhence the title , in case some of you ( all two of you ) didn\'t figure it out yet . \nthen there\'s this subplot about a maniac who torches token book clerks , * and * a love story , * and * a holdup -- no , two holdups , sorry , easy to lose track in a movie this braindead -- * and * a mob boss who wants his money . \nthere wasn\'t a minute when i gave a horse\'s ass about any of it . \nneither woody nor wesley play characters that are interesting for a single minute . \nwe do not care about them . \nthey are not interesting . \nthey are noisy , loud , stupid , foolish jerks who whould have flunked out of the police academy . \nthey deserve to get shot -- or run over , as the case may be . \nthey only exist to rehash the kind of dynamics that was * written * into a movie like white men can\'t jump , and which simply does not exist here . \nthey are idiots , and we\'re expected to root for them . \nbullcrap . \nthe movie is completely schizophrenic in its tone and texture . \nwhat exactly is this mess ? \na cop movie ? \npolice procedure is not given a moment\'s genuine thought anywhere . \na thriller ? \nthe subplot with the token booth killer is inept , a throwaway that should have been ditched in the rewrite . \na comedy ? \nthe few jokes that do work are wasted . \na drama ? \nall dramatic tension between both principals is freeze-dried and off-the-rack . \nthere\'s not a moment in the movie where i felt like i was listening to genuine human beings talk ; it\'s all screenwriterese , that bizarre analect where every sentence ends in a punchline and the primary mode of expression is the unique conjunctions of four-letter words . \n ( actual dialogue excerpt : "" fuck you . "" \n "" what ? "" \n "" you heard me : fuck * you * . "" \n "" no : fuck * you * ! "" ) \nlook . i\'ll be honest here . \ni\'ve tried writing screenplays , and even * i * suspect that if i tried to pitch this mess , i\'d get laughed out of the office . \nanyone interested in hearing my ideas for a few good movies can write me and hear my pitch , because god knows i know i can do better . \ni\'ve weasted enough time on this piece of tripe . \n'",0
"b'well , here\'s a distasteful , thoroughly amateurish item that , surprisingly , was actually a box-office hit at the time of its release . \nafter just viewing the film for the first time , my primary question is how did anyone with an iq north of 35 enjoy this movie ? \nit is cheap , idiotic , unfunny , and not nearly as raunchy as i had heard it was . \nat least some smut would have livened things up a bit . \n "" porky\'s , "" tells the story ( if you can call it that ) of four clueless high school buddies , pee wee ( dan monahan ) , billy ( mark herrier ) , tommy ( wyatt knight ) , and mickey ( roger wilson ) , whom desperately want to get laid . \nwomen , for the most part , are a mystery to them ( and in this movie , they are to the audience , as well , since all of them are written and acted as if they are aliens from a different planet ) . \ntheir plan is sidetracked , however , when they venture out to a smarmy strip bar named porky\'s , which they are able to get into using fake id\'s . \nafter they pay the manager one-hundred bucks for three hookers , they are played a trick on and find themselves being dumped into the swamp below the building . \nfor these four teenage guys , this means war on porky\'s . \n "" porky\'s , "" ultimately manages to fail on almost every possible level . \nas a teenage sex-romp , it is not wild or amusing enough . \nas a comedy , all of the jokes are predictable and fall flat . \nas a look back at the 1950\'s , it is something , i suspect , most people from that era would want to bury deep in a grave . \nand as a revenge movie , it is a crushing bore . \none of the most offensive things about , "" porky\'s , "" is how jaw-droppingly inaccurate the film is about teenagers . \nthe four main characters are not even attempted to be developed as characters , and we learn very little about them , except that they are horny and would probably feel more comfortable in a preschool . \nthat sure is revealing information . \nthe female characters fare even worse under the inaudacious screenplay and direction by bob clark . \nthe women are all treated as objects or comedy props , rather than real people . \nfor example , the two gym teachers , mrs . balbricker ( nancy parsons ) and honeywell ( kim cattrall ) , only have one purpose , and that is to be made fun of . \nmrs . balbricker is a gruff , no-holds-barred , overwight woman who will not stand for any foolishness , and , in one particularly embarrassing scene for all involved , honeywell has sex with a coach and barks like a dog . \nthere is no way to tell if parsons or cattrall are servicable actresses ( even though i have the suspicion they are not ) , but one thing is for sure : they are asked to do things in this film that are not at all funny , only humiliating . \nto prove how out-of-touch this so-called comedy is , compare it to other more serious 80\'s films about teenagers , and it looks even worse in comaprison . \nany of the john hughes pictures , such as 1984\'s "" sixteen candles , "" or , 1985\'s "" the breakfast club , "" put , "" porky\'s , "" at an even greater shame . \nthose films actually dealt with serious teen matters , but remained a great deal funnier , thanks to their bright and truthful writing . \nand heck , if , "" porky\'s , "" wanted to be a teenage sex movie , i\'d take 1982\'s "" fast times at ridgemont high , "" or 1982\'s "" the last american virgin , "" over this any day of the week . \ndirector bob clark is not a bad director . \ntwo years after he made , "" porky\'s , "" he directed the nostalgic holiday classic , "" a christmas story . "" \ni would forgive him for this misfire , in fact , if it wasn\'t for the fact that he also wrote the screenplay . \njust the thought that someone would actually sit down to write such a piece of garbage , and think that it was actually a film worth releasing unto the unsuspecting world , is actually a whole lot funnier than anything in , "" porky\'s . "" \n'",0
"b'tempe mills cinema , az--this movie had us in non-stop stitches from beginning to end . \nall those promotional clips that have been on tv for the past month came from the first five minutes of the movie . \nif you thought they were funny , see the rest of the movie . \nit\'s hilarious . \nhow does one go about making a movie about a couple guys whose only claim to fame is synchronized head-bopping on snl to exactly one song ? \neasy . \nwrite an interesting script around tried-and-true ideas , add some good lines and satire , and voil ? , you end up with an excellent , well-done , very entertaining flick . \nwill and chris are idiot brothers forced by their father to work begrudgingly in the family flower business during the day . \nat night they pursue their life-long ambition to loose their virginity in failed attempts to get into the roxbury in beverly hills , ca , the only disco act worth going to . \nthe only problem , the place is so popular and the waiting line so long that by the time the brothers make it to the front door , the roxbury closes , all the while bearing witness to guys with one-hundred-dollar bills and movie stars like richard grieco who get past the doorman without fuss . \nthe script authors ( steve koren , will ferrell and chris kattan ) cleverly devised a way for our boys to get into the roxbury . \ntheir flower-shop van is rear-ended by richard grieco , who fears a law-suit and is surprised to see the idiots are too star-struck to think about the car accident they just had , but not about getting into the roxbury . \ngrieco happily takes them in , even introduces them to the owner , which has the added benefit of enhancing the financial appearance of the idiot brothers in the eyes of a couple of gold diggers ( elisa donovan and gigi rice ) who bet their time and bodies on will and chris . \nwhat follows are some of the best slap-stick dancing routines ever . \nthe music is superb , and could have only been made better had the producers added patrick hernandez\'s born to be alive . \nthe choreography at times was a parody of an era gone by , for example , the bee gees and their stayin\' alive . \nit is nostalgic for those of us who remember that far back , and the technique is a clever adaptation that worked well in forest gump . \none of the funniest scenes is when the gold diggers discover that will \nand chris don\'t have any mone y , and dump both on the spot , even expressing violence and anger that they gave sex away . \nan art-imitates-life poke at shallow women . \nit\'s a scene that\'s an approximate parody of the vinegar\'s own rolf luedeke\'s editorial this week national organization for men ( nom ) replaces now . \nted "" unabomber "" \nkaczynski , himself rejected for not having money , will identify well with this scene , if he ever watches the movie . \nof course , the script wouldn\'t be complicated enough without adding molly shannon , the girl next door who has had a crush on will since they were kids , and who will has had an aversion to in quest of good-looking disco blondes ( proof that men will turn down perfectly good women when there are bay watch babes always lurking nearby ) . \nnevertheless , will\'s father wants him to marry molly anyway , but thinks idiot chris is standing in the way and sends him into guest-quarter exile . \nduring the wedding ceremony , will\'s heart isn\'t exactly into getting married , and when his brother appears on the balcony with a ghetto blaster and more head-bopping music , will thinks worse of the knot-tieing idea and runs to chris . \ndefinitely an snl parody of the graduate where katharine ross changed her mind for the screaming dustin hoffman in the church balcony . \ni found this scene a riot , however , it went over brandi\'s head -- she was born seven years after the graduate first appeared . \nthe scene has a good punch line when molly shannon marries , instead , the step-in buddy/weight-lifter ( who looks like he could pass for the son of gary busy ) and who has been lusting for a good-looker for a long time , but ready now to take anyone . \nmore art-imitates-life stuff -- not even muscles can substitute for money in the real world . \nthe idiots\' mother is played by loni anderson , whose barbie-doll looks \ndon\'t play well anymore ( she\'s a bit old ) , and whose cleavage looks like someone botched a tracheotomy too low down . \ni recommend this movie for anyone who wants to have a lot of fun or in \nneed of a lot of laughs . \ngo with a date . \nbrandi laughed non-stop , as i \ndid , and a deaf-mute might have concluded i was tickling her continuously for 105 minutes . \n'",1
"b'renowned hong kong action director tsui hark first teamed with jean-claude van damme on the action star\'s 1997 pairing with dennis rodman , _double_team_ , and managed to make what initially appeared to be a disaster into a slick , stylish , and somewhat diverting action timekiller . \ntsui continues to energetically pile on the visual razzle dazzle in his latest collaboration with the muscles from brussels , _knock_off_ , but this time around , style neither save a script that is at best ridiculous , and at worst incomprehensible ; nor hide a host of truly lousy performances . \nwriter steven e . desouza\'s fairly straightforward plotline isn\'t as outre as _double_team_\'s strange yarn involving a secret think tank/prison , but it makes about as much sense , which is little . \nvan damme plays marcus ray , a hong kong-based sales rep for a jeans company ( ! ) who stumbles upon a russian terrorist scheme to implant powerful microchip-sized bombs in hk product exports to the u . s . --dolls , electronic equipment , and , yes , jeans . \nit\'s all part of some type of ransom scheme , but all i remember is--and i kid you not--graphics on a cia computer screen showing a map of the world , bombs detonating , and an hat-wearing figure on the other side of the world bursting out into laughter . . . \n . . . which is what the crowd at the showing i attended spontaneously did throughout _knock_off_ . \nwhile all of van damme\'s films have its share of unintentional laughs , mostly due to the stiff acting "" skills "" of the physically agile van damme , _knock_off_ delivers more than usual ( though not as many as van damme\'s embarrassing directorial effort , 1996\'s _the_quest_ ) . \na lot of the laughs are earned by some particularly painful lines by desouza : "" i smoked that badass like a roman candle ! "" \nand "" entrepreneurship , babycakes ! "" \nstanding out among my favorites . \nbut it is indeed the pathetic performances that provide the bulk of _knock_off_\'s laughs . \nvan damme is true to laughable form , perhaps even worse than usual . \nearly scenes actually _require_ him to make funny with co-star rob schneider ( improbably cast as a deep cover cia agent posing as marcus\'s business partner ) , and the sight and sound of the still-heavily-accented van damme haplessly trying to drop punchlines is hilarious in the wrong way . \neven typically good actors are not immune to the bad acting bug . \npaul sorvino is unconvincing and terribly overwrought as schneider\'s cia superior ; and lela rochon , playing an investigator for the jeans company , spends the entire movie in perpetual snarl mode . \nin rochon\'s defense , though , her role requires her to do little more than display her toned legs , exquisite bone structure , and perky bosoms , the latter coming in handy for one key scene where she must fish for microbombs stuck in her ample cleavage . \ntsui picks up where he left off visually in _double_team_ , juicing up the proceedings with inventive camera work . \nhere , though , tsui\'s visual razzle dazzle borders on over kill , coming off as desperate attempts to shield the inanity of the entire enterprise . \nfor each nifty trick tsui pulls off , such as a recurring visual theme that has the camera literally going through the circuitry of electronic devices , there are others that are completely superfluous . \nthis is especially disconcerting when the trick in question could be clever when used in the right context . \nfor instance , one scene early on has marcus putting his hand in a box . \nas he puts his hand in , the same action is shown from an overhead camera angle in a rectangle at the corner of the screen . \nit\'s undoubtedly an interesting visual , but it would have been nice if its use actually amounted to something . \nthe test of a van damme movie boils down to the action sequences , but surprisingly , those in _knock_off_ leave much to be desired . \ntsui does what he can to make something of them , employing freeze frames , blurred motion , and unconventional camera angles , but there is nothing fundamentally special about the fairly generic chase and fight sequences written by desouza . \nthere isn\'t anything as preposterously amusing as the climactic tiger/land mine fight in _double_team_ , let alone anything remotely close to tsui\'s legendary hong kong works ( but that\'s a given going in ) . \nif tsui has any hope of approaching his countryman john woo\'s stateside success , he would do best to break free from van damme . . . \nbefore it\'s too late . \nif he continues his involvement with b-grade movies such as _knock_off_ , the respect he has from hk action fans will continue to diminish . . . \nthat is , if it hasn\'t already disappeared entirely after this fiasco . \n'",0
"b'edward zwick\'s "" the siege "" raises more questions than it can convincingly answer or even clearly articulate . \nits subject is the rising threat of terrorism in american cities . \ndenzel washington is anthony "" hub "" hubbard , who runs the fbi\'s anti-terrorism task force in new york . \nhis investigation into arab terrorist cells intensifies when suicide bombers take out a busload of people . \nhub focuses on a mysterious cia operative ( annette bening ) , whose goes by both "" elise "" and "" sharon . "" \nas the terrorist attacks continue and the body count rises , the question of martial law is raised . \nenter general devereaux ( bruce willis ) , who opposes martial law at first but who , as soon as the president decides to send in the army , begins herding arab immigrants into a prison camp and attacking every link that hub uncovers in the terrorist chain . \nhub listens as devereaux tortures and murders a suspect . \nthe future zwick and screenwriter lawrence wright offer is all too possible . \nwhat would happen , they ask , if terrorism became as much a fact of daily life in new york as it is in cities like beirut and belfast ? \nwhat would happen to our civil liberties if soldiers patrol our streets with machine guns ? \nthese questions "" the siege "" answers in realistic detail . \nit implies tougher ones , though : what can be done to combat terrorism without sacrificing justice and freedom ? \nif we encourage terrorism abroad ( from bening\'s character we discover that the cia trained the bombers ) , will it inevitably come back to us ? \n "" siege "" avoids the tougher questions by endowing its hero , hub , with a uncompromising sense of clear right and wrong . \nthis comforting fantasy of sir galahad confronting the evils of the modern world is an escape from the thought-provoking issues the movie raises . \nstill , zwick deserves credit for at least addressing the issue with as much realism as he does where so many movies ( willis\' "" die hard "" series , for example ) offer only a comic-book view on terrorism . \n'",1
"b'not a great twelve months for either of the principals from this movie . \nearlier this year , nora ephron wrote and produced one of the year\'s least likeable "" comedies "" called hanging up , featuring a bunch of annoying women ( ironically , lisa kudrow played one in that film as well ) who barely have time to care about anyone but themselves . \nick . . . real \nsweet stuff . \nbut her little unsuccessful project was nothing compared to what john travolta went through earlier this summer , with a film entitled battlefield earth . \ni seemed to be the only person on this planet who somehow appreciated the film , even if it was on a "" cheese "" factor , as everybody , and i mean everybody else , pretty much classified the movie as one of the worst disasters of all time . \nyipes . . . another \nbeauty . \nso what happens when you put these two people in the same room and come out with a movie co-starring the ever-versatile lisa kudrow ? \nuhhhm , you guessed it . . . not \nmuch . \nplot : in order to escape major financial difficulties , a local weatherman hooks up with his ball-picking lotto girlfriend and rigs the state lottery . \nbut as more and more people find out about their scheme , more and more people demand a part of their winnings , and more and more problems arise . \ncritique : simply stated , i didn\'t laugh once during this entire picture . \nfor a comedy , it offered me a few smiles , a bunch of nincompoops as characters , a miscast john travolta hamming it up and lisa kudrow , in what can only described as a "" sluttier "" version of her character of phoebe on tv\'s "" friends "" . \nthis film was not as disastrous as i thought it would be , but it was pretty close . \nthankfully , the clips of travolta dressed up in goofy outfits , dancing as the weatherman were left in the film\'s trailer , and not in this final cut . \nand not unlike the worst movie of the year so far , beautiful , this film also managed to feature many unsympathetic , idiotic and just plain irritating characters in its cast . \nforemost was travolta\'s character , who declined to give us any reason to care for him once in the entire movie . \nand for me , the casting choice of john travolta for this role was just plain wrong . \nhe didn\'t fit the part . \ni just saw him in get shorty the other day and thought about how perfect he was for that role . \na cool , calculating roughneck with a certain hip , suave "" je ne sais quoi "" . \nin this film , he looks like he\'s trying to be funny , trying to be bad , trying to be good . \nwe\'re not supposed to be able to notice that , and when we do , at least in my case , i consider it a wrong choice in casting . \nadd that to lisa kudrow , boring us with yet another one of her patented "" dumb blonde "" routines , but this time , dressed in sexier outfits . \nmichael rapaport , stretching one small acting muscle to play the guy who isn\'t quite up at the same speed level as everyone else . \nand a truckload of empty comedic bullet shells , and you\'ve got yourself an extremely quiet audience anticipating punch lines that never quite materialize . \nthe only real good thing that i could say about this film is that its story was actually half-interesting and never really bored me . \ni also liked michael moore\'s perverted cousin character , and i loved , and i say it again , loved the character that bill pullman played . \ngive this dude his own movie ! \nhe played a lazy cop , a man who tries everything not to do any real work . \nhe fakes injuries to get off duty , tries to avoid arrest situations so that he won\'t have to fill out any forms . . . now \nthere\'s a base of humor . \nsadly , the filmmakers decided to bring him into play with only about half an hour left in the film . \nand there\'s not much else i can say about this movie , folks . \non the whole , it was lame , included a slew of unlikable characters fiddling around in a pool of unfunny lines , and very little of interest for any target audience . \nbut get somebody to write up a movie featuring that lazy cop played by pullman and i\'m there ! \n'",0
"b'inspired by the 1958 film house on haunted hill starring vincent price . \ndirected by william malone . \nstarring geoffrey rush , famke janssen , and chris kattan . \nrated r ( contains violence , profanity , and brief nudity ) . \nsynopsis : eccentric millionaire price offers $1 , 000 , 000 to each of his guests who appear at a gathering at a former sanitarium . \nthe only catch is that they have to survive the night at the establishment , an establishment haunted by its former staff and patients . \ncomments : house on haunted hill is based upon the original 1958 film of the same title directed by william castle and starring vincent price . \nin an obvious homage , the millionaire\'s name is price and he sports a thin mustache like price used to have . \nthis is a pretty bad horror film , yet bad horror films sometimes are very entertaining , and house on haunted hill is just such a film . \nit is , surprisingly , better than another recent haunted house remake , the haunting , a film which owes its basis to the classic horror novel by shirley jackson . \nthe haunting had literary pretensions and fell flat on it face . \nhouse on haunted hill owes its lineage to a b-movie 40 years old and makes no illusion that it\'s a crappy horror movie . \nthus , somehow , it proves slightly more successful . \ni can\'t think of another recent film which has had such an eclectic cast . \nit is this cast which lifts this ho-hum thriller into a borderline entertaining exercise in camp horror . \nprice , the main character , is played by geoffrey rush , the academy-award winning actor of shine . \nrush seems to be making a downward spiral in the movie industry , a spiral reminiscent of ben ( ghandi , schindler\'s list ) kingsley\'s ridiculous appearance in the camp sci-fi classic species . \ni don\'t know why , but sometimes it\'s entertaining to see "" quality "" actors in bad movies . \nmore surprises ? \nrising star taye diggs plays a stereotypical african american sports figure ( rather lamely too ) , and singer lisa loeb ( ! ) \nappears as a tv news reporter . \nthe highlight of the cast , however , has to be saturday night live member chris kattan . \nkattan\'s comic sense provides several good humorous moments as he plays the hysterical proprietor of the former sanitarium . \nwhile the first half of the film leaves the audience guessing as to what\'s exactly going on , the second half dissolves into standard ghost story stuff and loses some of its suspense . \na disappointingly cheesy ending really mars this movie too . \nhouse on haunted hill , i suspect , has just about left the second-run theaters . \nit\'s worth catching on cable next year , if you get a chance . \nif you have a choice , pick this movie over the haunting , it\'s the better of two evils , you could say . \nthough , more appropriately perhaps , it\'d be better to say that it\'s the better of two turkeys . \n'",0
"b""veteran actor clint eastwood has never looked as grizzled as he does in true crime , his latest directorial effort . \nwhen steve everett ( his newest character ) gets angry at someone , he glares them down with those famous dirty harry eyes , furrows his brow and frowns like a grizzly bear who's just lost his cubs . \neastwood has played some particularly despicable characters in his time , but everett could just take the cake . \nhe gets my vote , at least , partly because `ev' is a drunken affair-a-week womanizer who has many relationship problems , very few of which are with his wife ( diane venora ) . \nwhen his colleague at the oakland tribune is in an ugly car wreck and dies , everett must take over for her at a vital interview session . \nthe interview is with frank beacham ( isaiah washington ) , a death-row inmate set to die at midnight for the murder of a pregnant convenience store clerk . \neastwood furrows his brow . \nas everett gradually finds information , he realizes that beacham could very well be innocent . \nhe interviews a key witness ( michael jeter ) , who claims that he burst in the door at pocum's foods because his car had overheated , only to see beacham standing over the dead woman's body , blood on his suspenders , gun in hand . \nbut everett protests : how could he have seen the gun , which was lowered by his side , with the potato chip rack in front of him ? \njeter doesn't know what he's talking about . \neastwood furrows his brow . \ncrinkled expressions and all , clint is the centre of energy of true crime . \nthe film is by no means a standard action/suspense yarn , but a thoughtful human story in which the characters come before the shoot-outs . \nisaiah washington has a break-out performance as frank beacham , and scenes with him and his weary wife ( lisa gay hamilton ) are truly heartfelt moments . \nbut the best scenes are ones that feature eastwood duking it out with those in authority over him . \ndenis leary , as everett's editor and boss , has more than a few memorable moments of restrained anger ( you see , ev is sleeping with his wife ) . \nbut hands down , the most enjoyable segments of the film are when james woods is on camera . \nplaying the big boss alan mann , woods and eastwood create amusing chemistry and laugh-out-loud punchlines . \nwhen true crime opts for a high-speed chase to the governer's house at the finale , the quality of film-making takes an abrupt nosedive . \neastwood was so successful with colorful character portraits that he didn't need to switch lanes . \ntrue crime is a tension-building , intriguing drama showcase for the talented director and star . \nthis is a road block he could have easily dismissed ( i furrow my brow ) . \n . . . . . . . . . . . . . . . . . . . . . . . . . . . \n""",1
"b""i have never seen a man so in love with himself than george lucas . \nwith the overt success of the three original star wars films , lucas has become , not necessarily a filmmaker , but the head cheeze at a huge toy company , with the phantom menace the new product on the shelve . \nonly this toy was made for $115 million , but every kid wants it , and , like all other expensive toys , falls apart within an hour after playing with it . \nthe product in question , star wars episode 1 : the phantom menace ( jeez ! ) , is pure and simple : its about the money , baby ! \nno one in their right mind would create such a fiasco if they knew it wouldn't make a ton of money before its fourth week of release . \ni come to the sw franchise as a stranger , since i have absolutely no idea why the sw movies are so popular . \ni find them rather boring and full of nothing but eye candy . \nphantom menace is like the first sw , minus 10 . \nnothing in the whole concept is remotely enjoyable . \neven the special effects seem rather bland . \nthe story in this new one is a mindless mess . . . the \nacting wooden . . . and the action sequences like something out of a video game . \nsw : phantom menace is one of the worst films of the year so far . \nwith a title like sw e1 : tpm , lucas has one big head on those shoulders . \ni thought chris carter did for releasing an x-files movie , although , that movie adaptation was an excellent way to spend two hours . \npm is one long headache . \n""",0
